ID,CLASS,ABILITY_KILLS,ACTIVITY_DURATION,ASSISTS,AVG_SCORE_PER_KILL,AVG_SCORE_PER_LIFE,COMPLETED,DEATHS,EFFICIENCY,EXPERIENCE_TYPE,GRENADE_KILLS,KILLS,KILLS_DEATHS_RATIO,KILLS_DEATHS_ASSISTS_RATIO,MAP_NAME,MELEE_KILLS,MODE,OPPONENT_SCORE,OPPONENTS_DEFEATED,TIME,PRECISION_KILLS,RESULT,SCORE,SUPER_KILLS,TEAM_SCORE,TIME_PLAYED,MEDALS_EARNED,
3860995604,Hunter,0,776,3,1.2,1.125,true,15,1.2,Valor,0,15,1.0,1.1,Altar of Flame,0,Clash: Quickplay,78,18,2019-04-13 04:47:03.000Z,1,Victory,18,3,82,772,14,
3860953817,Hunter,0,743,2,1.1,2.4444444444444446,true,8,2.75,Valor,0,20,2.5,2.625,Radiant Cliffs,0,Clash: Quickplay,86,22,2019-04-13 04:32:25.000Z,1,Victory,22,2,86,737,16,
3860247574,Hunter,0,698,3,1.1304347826086956,2.3636363636363638,true,10,2.6,Valor,0,23,2.3,2.45,The Dead Cliffs,1,Clash: Quickplay,62,26,2019-04-13 00:58:17.000Z,0,Victory,26,2,101,695,12,
3859145071,Hunter,0,395,2,2.4444444444444446,3.142857142857143,true,6,1.8333333333333333,Valor,1,9,1.5,1.6666666666666667,The Burnout,1,Control: Quickplay,30,11,2019-04-12 19:59:25.000Z,1,Victory,22,1,97,392,5,
3857153042,Hunter,0,749,1,1.0588235294117647,3.0,true,5,3.6,Valor,0,17,3.4,3.5,Radiant Cliffs,1,Clash: Quickplay,83,18,2019-04-12 04:12:24.000Z,2,Victory,18,3,91,588,11,
3856805908,Hunter,0,750,5,1.2380952380952381,1.8571428571428572,true,13,2.0,Valor,0,21,1.6153846153846154,1.8076923076923077,Bannerfall,1,Clash: Quickplay,98,26,2019-04-12 01:56:32.000Z,1,Defeat,26,3,73,750,23,
3853527572,Hunter,0,753,2,1.5517241379310345,4.090909090909091,true,10,3.1,Valor,1,29,2.9,3.0,Convergence,0,Control: Quickplay,130,31,2019-04-11 01:21:26.000Z,1,Victory,45,4,131,747,29,
3853419870,Hunter,0,696,6,1.3333333333333333,2.4,true,9,2.6666666666666665,Valor,0,18,2.0,2.3333333333333335,The Burnout,0,Clash: Quickplay,88,24,2019-04-11 00:45:45.000Z,2,Victory,24,2,101,569,13,
3853380680,Hunter,0,753,9,2.5,5.714285714285714,true,6,4.166666666666667,Valor,0,16,2.6666666666666665,3.4166666666666665,The Citadel,1,Control: Quickplay,93,25,2019-04-11 00:32:18.000Z,2,Victory,40,2,141,750,12,
3853269141,Hunter,0,716,6,2.1176470588235294,2.4,true,14,1.6428571428571428,Valor,0,17,1.2142857142857142,1.4285714285714286,Pacifica,0,Control: Quickplay,147,23,2019-04-10 23:55:43.000Z,1,Victory,36,2,153,713,13,
3853212872,Hunter,0,662,1,1.8333333333333333,3.3,true,9,2.111111111111111,Valor,0,18,2.0,2.0555555555555554,Solitude,1,Control: Quickplay,102,19,2019-04-10 23:37:30.000Z,4,Victory,33,1,150,659,11,
3853176841,Hunter,0,468,1,2.2,7.333333333333333,true,2,5.5,Valor,0,10,5.0,5.25,Equinox,0,Control: Quickplay,29,11,2019-04-10 23:28:52.000Z,0,Victory,22,1,98,468,10,
3853131766,Hunter,0,751,4,1.25,3.3333333333333335,true,5,4.0,Valor,0,16,3.2,3.6,Radiant Cliffs,0,Clash: Quickplay,89,20,2019-04-10 23:08:36.000Z,1,Defeat,20,2,79,521,17,
3853086317,Hunter,0,749,7,2.2,1.6923076923076923,true,12,1.4166666666666667,Valor,0,10,0.8333333333333334,1.125,Convergence,1,Control: Quickplay,137,17,2019-04-10 22:54:02.000Z,2,Defeat,22,1,105,749,7,
3853009641,Hunter,0,769,1,1.0666666666666667,1.3333333333333333,true,11,1.4545454545454546,Valor,0,15,1.3636363636363635,1.4090909090909092,Convergence,1,Clash: Quickplay,68,16,2019-04-10 22:27:55.000Z,2,Victory,16,3,85,766,11,
3852491141,Hunter,0,696,5,1.5,1.6666666666666667,true,8,1.875,Valor,1,10,1.25,1.5625,The Burnout,0,Clash: Quickplay,70,15,2019-04-10 19:38:37.000Z,1,Victory,15,3,100,689,15,
3849782171,Hunter,0,761,2,1.2222222222222223,1.1,true,9,1.2222222222222223,Valor,1,9,1.0,1.1111111111111112,Solitude,0,Clash: Quickplay,81,11,2019-04-09 23:46:27.000Z,1,Defeat,11,4,78,757,9,
3847197146,Hunter,0,762,0,1.0,0.6666666666666666,false,2,1.0,Valor,0,2,1.0,1.0,Bannerfall,0,Clash: Quickplay,98,2,2019-04-09 04:07:41.000Z,0,Defeat,2,0,67,373,0,
3847154852,Hunter,0,657,2,2.0,0.75,true,7,0.7142857142857143,Valor,0,3,0.42857142857142855,0.5714285714285714,Radiant Cliffs,0,Control: Quickplay,150,5,2019-04-09 03:50:26.000Z,1,Defeat,6,0,88,336,3,
3847128234,Hunter,0,561,4,3.5714285714285716,3.5714285714285716,true,6,1.8333333333333333,Valor,0,7,1.1666666666666667,1.5,Vostok,0,Control: Quickplay,63,11,2019-04-09 03:40:14.000Z,3,Victory,25,0,155,557,6,
3846905162,Hunter,0,752,7,2.25,3.6,true,9,2.5555555555555554,Valor,0,16,1.7777777777777777,2.1666666666666665,Legion's Gulch,2,Control: Quickplay,147,23,2019-04-09 02:10:03.000Z,2,Defeat,36,2,124,749,13,
3846858821,Hunter,0,734,7,1.3888888888888888,2.0833333333333335,true,11,2.272727272727273,Valor,0,18,1.6363636363636365,1.9545454545454546,Altar of Flame,0,Clash: Quickplay,85,25,2019-04-09 01:53:52.000Z,2,Victory,25,2,93,732,9,
3846702781,Hunter,0,678,3,1.7692307692307692,2.090909090909091,true,10,1.6,Valor,0,13,1.3,1.45,Solitude,2,Control: Quickplay,143,16,2019-04-09 01:00:05.000Z,3,Victory,23,2,150,673,13,
3846651310,Hunter,0,662,7,1.5384615384615385,1.5384615384615385,true,12,1.6666666666666667,Valor,1,13,1.0833333333333333,1.375,The Burnout,0,Clash: Quickplay,85,20,2019-04-09 00:43:01.000Z,3,Victory,20,4,101,659,16,
3846642958,Hunter,0,751,0,0.0,0.0,false,1,0.0,Valor,0,0,0.0,0.0,Equinox,0,Clash: Quickplay,80,0,2019-04-09 00:38:43.000Z,0,Defeat,0,0,46,196,0,
3846585294,Hunter,0,758,8,1.4210526315789473,2.25,true,11,2.4545454545454546,Valor,1,19,1.7272727272727273,2.090909090909091,Javelin-4,1,Clash: Quickplay,91,27,2019-04-09 00:18:25.000Z,2,Victory,27,4,92,751,16,
3844069797,Hunter,0,737,4,2.0,2.0,false,3,2.6666666666666665,Valor,0,4,1.3333333333333333,2.0,The Citadel,0,Clash: Quickplay,75,8,2019-04-08 04:17:04.000Z,0,Victory,8,0,77,418,6,
3844027038,Hunter,0,380,0,1.0,0.2,true,4,0.25,Valor,0,1,0.25,0.25,Pacifica,0,Control: Quickplay,93,1,2019-04-08 04:03:43.000Z,0,Defeat,1,0,10,371,0,
3844039873,Hunter,0,739,0,1.0,8.0,true,0,8.0,Valor,0,8,8.0,8.0,Wormhaven,0,Clash: Quickplay,66,8,2019-04-08 04:03:05.000Z,2,Victory,8,0,80,174,11,
3844003085,Hunter,0,685,1,1.25,1.25,true,3,1.6666666666666667,Valor,0,4,1.3333333333333333,1.5,Meltdown,0,Clash: Quickplay,69,5,2019-04-08 03:47:33.000Z,2,Victory,5,0,100,242,3,
3843987626,Hunter,0,743,2,2.3636363636363638,2.0,true,12,1.0833333333333333,Valor,1,11,0.9166666666666666,1.0,Legion's Gulch,1,Control: Quickplay,129,13,2019-04-08 03:40:36.000Z,2,Victory,26,2,148,743,7,
3843835107,Hunter,0,733,3,1.1666666666666667,2.1,true,9,2.3333333333333335,Valor,2,18,2.0,2.1666666666666665,Solitude,1,Clash: Quickplay,91,21,2019-04-08 02:40:50.000Z,3,Defeat,21,1,82,729,13,
3843798856,Hunter,0,675,0,1.8333333333333333,1.5714285714285714,true,6,1.0,Valor,0,6,1.0,1.0,The Dead Cliffs,0,Control: Quickplay,66,6,2019-04-08 02:28:43.000Z,4,Victory,11,0,153,278,5,
3841977773,Hunter,0,767,3,2.1,1.75,true,11,1.1818181818181819,Valor,0,10,0.9090909090909091,1.0454545454545454,Pacifica,0,Control: Quickplay,150,13,2019-04-07 18:15:58.000Z,5,Defeat,21,1,122,764,12,
3839785802,Hunter,0,736,4,1.2222222222222223,2.2,true,9,2.4444444444444446,Valor,1,18,2.0,2.2222222222222223,Meltdown,0,Clash: Quickplay,64,22,2019-04-07 04:55:41.000Z,9,Victory,22,2,97,736,12,
3839477120,Hunter,0,738,5,1.4166666666666667,1.3076923076923077,true,12,1.4166666666666667,Valor,1,12,1.0,1.2083333333333333,Convergence,1,Clash: Quickplay,84,17,2019-04-07 03:09:25.000Z,2,Defeat,17,3,79,735,11,
3835025711,Hunter,0,653,8,1.4210526315789473,2.25,true,11,2.4545454545454546,Valor,0,19,1.7272727272727273,2.090909090909091,Wormhaven,1,Clash: Quickplay,56,27,2019-04-06 03:15:16.000Z,5,Victory,27,3,101,649,20,
3831190016,Hunter,0,723,7,1.2916666666666667,3.1,true,9,3.4444444444444446,Valor,0,24,2.6666666666666665,3.0555555555555554,Pacifica,5,Clash: Quickplay,80,31,2019-04-05 03:37:39.000Z,6,Victory,31,5,101,720,17,
3831153018,Hunter,0,740,2,1.3333333333333333,1.0,true,7,1.1428571428571428,Valor,0,6,0.8571428571428571,1.0,The Dead Cliffs,0,Clash: Quickplay,98,8,2019-04-05 03:22:19.000Z,0,Defeat,8,1,88,393,5,
3831093214,Hunter,0,735,4,1.3636363636363635,2.142857142857143,true,6,2.5,Valor,0,11,1.8333333333333333,2.1666666666666665,Vostok,3,Clash: Quickplay,86,15,2019-04-05 02:58:28.000Z,2,Defeat,15,2,67,730,5,
3831040986,Hunter,0,723,5,2.3333333333333335,2.1538461538461537,true,12,1.4166666666666667,Valor,0,12,1.0,1.2083333333333333,Solitude,0,Control: Quickplay,151,17,2019-04-05 02:39:10.000Z,1,Defeat,28,5,124,719,11,
3828150406,Hunter,0,728,2,1.1666666666666667,0.7777777777777778,false,17,0.8235294117647058,Valor,0,12,0.7058823529411765,0.7647058823529411,Altar of Flame,1,Clash: Quickplay,94,14,2019-04-04 04:46:49.000Z,3,Defeat,14,2,57,680,8,
3828116088,Hunter,0,646,2,1.1176470588235294,3.8,true,4,4.75,Valor,0,17,4.25,4.5,Vostok,2,Clash: Quickplay,101,19,2019-04-04 04:33:02.000Z,4,Defeat,19,1,64,642,16,
3828089732,Hunter,0,595,1,1.5,1.5,true,3,1.6666666666666667,Glory,0,4,1.3333333333333333,1.5,Midtown,0,Countdown,2,5,2019-04-04 04:21:21.000Z,0,Victory,6,0,6,593,8,
3828056891,Hunter,0,432,0,0.0,0.0,true,6,0.0,Glory,0,0,0.0,0.0,Eternity,0,Countdown,6,0,2019-04-04 04:09:42.000Z,0,Defeat,0,0,0,431,0,
3828026385,Hunter,0,460,1,1.125,0.8181818181818182,true,10,0.9,Glory,0,8,0.8,0.85,Meltdown,0,Control: Competitive,102,9,2019-04-04 03:56:55.000Z,2,Defeat,9,2,18,459,12,
3827719745,Hunter,0,369,1,1.0,5.0,true,3,7.0,Valor,0,20,6.666666666666667,6.833333333333333,Emperor's Respite,1,Rumble,15,21,2019-04-04 02:07:12.000Z,4,Victory,20,2,19,369,12,
3824646657,Hunter,0,733,4,1.1538461538461537,3.3333333333333335,true,8,3.75,Valor,0,26,3.25,3.5,Retribution,0,Clash: Quickplay,76,30,2019-04-03 04:49:18.000Z,6,Victory,30,5,100,729,18,
3824611904,Hunter,0,651,3,0.5,1.3333333333333333,true,2,5.5,Glory,0,8,4.0,4.75,Solitude,1,Survival,0,11,2019-04-03 04:35:25.000Z,2,Victory,4,1,4,650,12,
3824580435,Hunter,0,439,1,2.2222222222222223,4.0,true,4,2.5,Valor,0,9,2.25,2.375,Retribution,0,Control: Quickplay,30,10,2019-04-03 04:26:12.000Z,1,Victory,20,2,97,437,11,
3824552936,Hunter,0,742,1,1.6470588235294117,2.1538461538461537,true,12,1.5,Valor,1,17,1.4166666666666667,1.4583333333333333,Legion's Gulch,3,Control: Quickplay,153,18,2019-04-03 04:09:31.000Z,1,Defeat,28,4,136,738,14,
3824338059,Hunter,0,689,3,1.15,2.090909090909091,true,10,2.3,Valor,0,20,2.0,2.15,Convergence,0,Clash: Quickplay,100,23,2019-04-03 02:53:58.000Z,4,Defeat,23,4,62,687,23,
3824298489,Hunter,0,725,10,1.3571428571428572,4.75,true,7,5.428571428571429,Valor,0,28,4.0,4.714285714285714,Retribution,0,Clash: Quickplay,89,38,2019-04-03 02:40:25.000Z,6,Victory,38,5,100,722,30,
3824223632,Hunter,0,740,4,1.8333333333333333,3.6666666666666665,true,8,2.75,Valor,0,18,2.25,2.5,The Dead Cliffs,2,Control: Quickplay,151,22,2019-04-03 02:18:25.000Z,3,Defeat,33,4,123,740,11,
3822656720,Hunter,0,689,4,2.0,2.4615384615384617,true,12,1.6666666666666667,Valor,0,16,1.3333333333333333,1.5,Midtown,0,Control: Quickplay,139,20,2019-04-02 19:06:08.000Z,5,Victory,32,3,151,686,16,
3820811181,Hunter,0,581,0,0.2,0.14285714285714285,true,6,0.8333333333333334,Glory,0,5,0.8333333333333334,0.8333333333333334,Emperor's Respite,0,Countdown,6,5,2019-04-02 02:46:39.000Z,1,Defeat,1,1,1,580,7,
3820778451,Hunter,0,711,2,1.1666666666666667,1.1666666666666667,true,11,1.2727272727272727,Glory,0,12,1.0909090909090908,1.1818181818181819,The Burnout,0,Clash: Competitive,56,14,2019-04-02 02:32:44.000Z,0,Defeat,14,3,45,710,12,
3820736550,Hunter,0,579,1,1.5,1.0,true,5,1.0,Glory,0,4,0.8,0.9,Emperor's Respite,0,Countdown,0,5,2019-04-02 02:20:14.000Z,1,Victory,6,1,6,578,5,
3817996018,Hunter,0,430,0,1.0,0.45454545454545453,true,10,0.5,Valor,0,5,0.5,0.5,The Burnout,0,Rumble,20,5,2019-04-01 04:14:03.000Z,2,Defeat,5,0,5,429,1,
3817970424,Hunter,0,693,5,1.3333333333333333,1.0526315789473684,true,18,1.1111111111111112,Valor,0,15,0.8333333333333334,0.9722222222222222,The Dead Cliffs,0,Clash: Quickplay,101,20,2019-04-01 03:59:09.000Z,1,Defeat,20,5,81,689,8,
3817688604,Hunter,0,569,1,1.0,0.3,false,9,0.4444444444444444,Valor,0,3,0.3333333333333333,0.3888888888888889,Convergence,0,Rumble,14,4,2019-04-01 02:12:59.000Z,3,Defeat,3,0,3,423,0,
3817654246,Hunter,0,355,0,1.0,1.1111111111111112,true,8,1.25,Valor,0,10,1.25,1.25,The Dead Cliffs,2,Rumble,20,10,2019-04-01 02:03:59.000Z,7,Victory,10,0,10,355,5,
3817646919,Hunter,0,400,0,1.0,0.5,false,1,0.0,Valor,0,0,0.0,0.0,Firebase Echo,0,Iron Banner Control,16,0,2019-04-01 01:59:45.000Z,0,Victory,1,0,0,208,0,
3817604828,Hunter,0,596,7,3.4444444444444446,2.8181818181818183,true,10,1.6,Valor,0,9,0.9,1.25,Bannerfall,2,Control: Quickplay,62,16,2019-04-01 01:43:29.000Z,2,Victory,31,2,151,593,9,
3817570052,Hunter,0,574,3,1.0,1.1,true,9,1.5555555555555556,Valor,0,11,1.2222222222222223,1.3888888888888888,Firebase Echo,0,Rumble,18,14,2019-04-01 01:32:45.000Z,6,Victory,11,2,11,573,7,
3817404342,Hunter,0,463,1,1.0,1.4545454545454546,true,10,1.7,Valor,1,16,1.6,1.65,Emperor's Respite,2,Rumble,20,17,2019-04-01 00:38:32.000Z,5,Victory,16,2,16,462,12,
3817347984,Hunter,0,624,5,0.42857142857142855,0.3333333333333333,true,8,1.5,Glory,0,7,0.875,1.1875,Eternity,0,Countdown,6,12,2019-04-01 00:18:20.000Z,1,Defeat,3,1,3,623,7,
3817247930,Hunter,0,539,0,2.0,3.25,true,7,1.8571428571428572,Glory,0,13,1.8571428571428572,1.8571428571428572,Endless Vale,0,Control: Competitive,54,13,2019-03-31 23:50:12.000Z,2,Victory,26,2,101,538,16,
3817205437,Hunter,0,757,7,1.2857142857142858,1.9285714285714286,true,13,2.1538461538461537,Valor,2,21,1.6153846153846154,1.8846153846153846,Retribution,2,Clash: Quickplay,100,28,2019-03-31 23:36:18.000Z,3,Defeat,27,3,79,754,26,
3813019256,Hunter,0,756,8,1.8,0.9,true,19,0.9473684210526315,Valor,0,10,0.5263157894736842,0.7368421052631579,Retribution,0,Clash: Quickplay,95,18,2019-03-31 01:22:49.000Z,2,Defeat,18,1,87,756,11,
3812372774,Hunter,0,1046,1,0.21052631578947367,0.26666666666666666,true,14,1.4285714285714286,Glory,1,19,1.3571428571428572,1.3928571428571428,Solitude,0,Survival,3,20,2019-03-30 22:29:14.000Z,0,Victory,4,3,4,1045,18,
3812297100,Hunter,0,515,2,0.5,2.0,true,1,10.0,Glory,0,8,8.0,9.0,Endless Vale,0,Survival,0,10,2019-03-30 22:19:33.000Z,1,Victory,4,0,4,514,12,
3812255419,Hunter,0,734,0,0.3076923076923077,0.4444444444444444,true,8,1.625,Glory,0,13,1.625,1.625,Altar of Flame,0,Survival,1,13,2019-03-30 22:05:59.000Z,1,Victory,4,2,4,733,10,
3812190218,Hunter,0,770,4,0.625,0.45454545454545453,true,10,1.2,Glory,1,8,0.8,1.0,Vostok,1,Countdown,6,12,2019-03-30 21:51:48.000Z,0,Defeat,5,1,5,769,4,
3812135812,Hunter,0,609,4,0.8,0.4444444444444444,true,8,1.125,Glory,0,5,0.625,0.875,Meltdown,0,Countdown,6,9,2019-03-30 21:40:37.000Z,0,Defeat,4,0,4,607,8,
3812090839,Hunter,0,601,3,1.8125,2.6363636363636362,true,10,1.9,Glory,0,16,1.6,1.75,Endless Vale,1,Control: Competitive,57,19,2019-03-30 21:29:22.000Z,0,Victory,29,4,103,600,12,
3812032452,Hunter,0,144,0,1.0,1.0,true,0,1.0,Glory,0,1,1.0,1.0,The Dead Cliffs,0,Clash: Competitive,0,1,2019-03-30 21:25:37.000Z,0,Victory,1,0,2,143,1,
3812030680,Hunter,0,725,3,1.1304347826086956,2.3636363636363638,true,10,2.6,Glory,0,23,2.3,2.45,Javelin-4,0,Clash: Competitive,54,26,2019-03-30 21:11:49.000Z,0,Victory,26,3,71,723,20,
3811961778,Hunter,0,608,0,0.5,0.4444444444444444,true,8,1.0,Glory,0,8,1.0,1.0,Pacifica,1,Countdown,6,8,2019-03-30 21:00:25.000Z,1,Defeat,4,2,4,604,8,
3808955191,Hunter,0,742,3,1.1666666666666667,2.625,true,7,3.0,Valor,2,18,2.5714285714285716,2.7857142857142856,Equinox,0,Clash: Quickplay,72,21,2019-03-30 04:18:14.000Z,3,Victory,21,4,92,741,12,
3808864342,Hunter,0,708,6,1.3157894736842106,3.125,true,7,3.5714285714285716,Valor,1,19,2.7142857142857144,3.142857142857143,Vostok,0,Clash: Quickplay,70,25,2019-03-30 03:50:08.000Z,1,Victory,25,2,100,705,15,
3808833475,Hunter,0,329,0,2.0,0.6666666666666666,false,2,0.5,Valor,0,1,0.5,0.5,The Burnout,0,Iron Banner Control,78,1,2019-03-30 03:45:53.000Z,1,Defeat,2,0,28,192,0,
3808811866,Hunter,0,380,0,1.25,0.7142857142857143,true,6,0.6666666666666666,Valor,0,4,0.6666666666666666,0.6666666666666666,The Dead Cliffs,0,Iron Banner Control,79,4,2019-03-30 03:38:02.000Z,0,Defeat,5,0,31,378,0,
3808787894,Hunter,0,351,3,5.0,0.7142857142857143,true,6,0.6666666666666666,Valor,0,1,0.16666666666666666,0.4166666666666667,The Burnout,0,Iron Banner Control,87,4,2019-03-30 03:30:29.000Z,0,Defeat,5,0,22,347,0,
3808755669,Hunter,0,643,2,2.6,1.8571428571428572,true,6,1.1666666666666667,Valor,0,5,0.8333333333333334,1.0,Vostok,0,Iron Banner Control,130,7,2019-03-30 03:17:37.000Z,0,Defeat,13,0,104,326,0,
3808348020,Hunter,0,614,2,2.5,1.8181818181818181,true,10,1.0,Valor,0,8,0.8,0.9,Endless Vale,1,Iron Banner Control,118,10,2019-03-30 01:13:51.000Z,0,Victory,20,2,126,610,0,
3808213751,Hunter,0,746,5,2.8333333333333335,2.8333333333333335,true,5,2.2,Valor,0,6,1.2,1.7,Vostok,0,Iron Banner Control,117,11,2019-03-30 00:33:01.000Z,3,Defeat,17,1,115,743,0,
3808184856,Hunter,0,677,0,0.0,0.0,false,0,0.0,Valor,0,0,0.0,0.0,Equinox,0,Iron Banner Control,125,0,2019-03-30 00:26:35.000Z,0,Victory,0,0,0,118,0,
3808115186,Hunter,0,652,0,3.0,0.375,false,7,0.14285714285714285,Valor,0,1,0.14285714285714285,0.14285714285714285,Equinox,0,Iron Banner Control,125,1,2019-03-30 00:09:30.000Z,0,Defeat,3,0,68,415,0,
3808020790,Hunter,0,624,6,2.5,1.25,true,11,1.0909090909090908,Valor,0,6,0.5454545454545454,0.8181818181818182,Retribution,0,Iron Banner Control,125,12,2019-03-29 23:40:59.000Z,0,Defeat,15,4,97,621,0,
3807958556,Hunter,0,579,3,1.0,1.4444444444444444,true,8,2.0,Valor,1,13,1.625,1.8125,Bannerfall,0,Rumble,0,16,2019-03-29 23:26:01.000Z,2,Victory,13,0,13,576,6,
3807507663,Hunter,0,600,3,2.2142857142857144,3.875,true,7,2.4285714285714284,Valor,0,14,2.0,2.2142857142857144,The Fortress,1,Iron Banner Control,81,17,2019-03-29 21:26:10.000Z,1,Victory,31,4,126,600,0,
3807410066,Hunter,0,391,1,2.5833333333333335,10.333333333333334,true,2,6.5,Valor,0,12,6.0,6.25,The Citadel,0,Iron Banner Control,17,13,2019-03-29 21:03:56.000Z,0,Victory,31,5,83,388,0,
3807244863,Hunter,0,649,0,1.5,3.375,true,7,2.5714285714285716,Valor,1,18,2.5714285714285716,2.5714285714285716,Wormhaven,1,Iron Banner Control,96,18,2019-03-29 20:15:37.000Z,1,Victory,27,2,126,646,0,
3807198776,Hunter,0,655,3,2.2,3.6666666666666665,true,5,2.6,Valor,0,10,2.0,2.3,Distant Shore,0,Iron Banner Control,104,13,2019-03-29 20:03:01.000Z,0,Victory,22,3,125,357,0,
3807128262,Hunter,0,647,5,1.5555555555555556,5.6,true,4,5.75,Valor,0,18,4.5,5.125,Wormhaven,0,Iron Banner Control,80,23,2019-03-29 19:43:53.000Z,2,Victory,28,4,125,645,0,
3807014073,Hunter,0,653,3,1.8,2.0,true,8,1.625,Valor,0,10,1.25,1.4375,Radiant Cliffs,0,Iron Banner Control,127,13,2019-03-29 19:11:32.000Z,1,Defeat,18,3,107,650,0,
3806945585,Hunter,0,634,4,2.090909090909091,1.9166666666666667,true,11,1.3636363636363635,Valor,0,11,1.0,1.1818181818181819,Wormhaven,0,Iron Banner Control,90,15,2019-03-29 18:52:40.000Z,2,Victory,23,3,128,634,0,
3805543294,Hunter,0,630,3,2.3333333333333335,5.0,true,6,3.0,Valor,0,15,2.5,2.75,The Fortress,0,Iron Banner Control,68,18,2019-03-29 06:35:12.000Z,0,Victory,35,3,127,627,0,
3805314218,Hunter,0,725,4,1.8461538461538463,4.0,true,11,2.727272727272727,Valor,0,26,2.3636363636363638,2.5454545454545454,Vostok,1,Iron Banner Control,120,30,2019-03-29 04:22:59.000Z,7,Defeat,48,3,119,725,0,
3805287153,Hunter,0,519,4,2.2857142857142856,1.7777777777777777,true,8,1.375,Valor,0,7,0.875,1.125,The Dead Cliffs,0,Iron Banner Control,125,11,2019-03-29 04:12:08.000Z,1,Defeat,16,1,57,516,0,
3805200605,Hunter,0,825,6,0.21428571428571427,0.2,true,14,1.4285714285714286,Glory,0,14,1.0,1.2142857142857142,The Dead Cliffs,0,Survival,4,20,2019-03-29 03:32:34.000Z,1,Defeat,3,2,3,824,12,
3805164495,Hunter,0,843,5,0.2,0.4444444444444444,true,8,3.125,Glory,0,20,2.5,2.8125,Distant Shore,0,Survival,2,25,2019-03-29 03:16:34.000Z,2,Victory,4,3,4,843,17,
3805114853,Hunter,0,637,3,0.4,0.5,true,7,1.8571428571428572,Glory,0,10,1.4285714285714286,1.6428571428571428,Pacifica,1,Countdown,6,13,2019-03-29 03:03:47.000Z,0,Defeat,4,1,4,635,8,
3805087987,Hunter,0,727,4,3.142857142857143,2.0,true,10,1.1,Glory,0,7,0.7,0.9,Convergence,0,Control: Competitive,78,11,2019-03-29 02:50:02.000Z,0,Victory,22,2,90,724,8,
3805048217,Hunter,0,735,3,1.2307692307692308,0.8421052631578947,true,18,0.8888888888888888,Glory,0,13,0.7222222222222222,0.8055555555555556,Endless Vale,0,Clash: Competitive,75,16,2019-03-29 02:34:14.000Z,1,Defeat,16,1,60,731,11,
3805003337,Hunter,0,771,2,0.8571428571428571,0.8571428571428571,true,6,1.5,Glory,0,7,1.1666666666666667,1.3333333333333333,Midtown,0,Countdown,4,9,2019-03-29 02:19:16.000Z,0,Victory,6,3,6,767,10,
3804942086,Hunter,0,494,1,1.2,2.0,true,2,3.0,Glory,0,5,2.5,2.75,Eternity,0,Countdown,1,6,2019-03-29 02:00:05.000Z,0,Victory,6,3,6,490,12,
3804697908,Hunter,0,689,6,2.5833333333333335,2.5833333333333335,true,11,1.6363636363636365,Valor,0,12,1.0909090909090908,1.3636363636363635,Legion's Gulch,0,Iron Banner Control,112,18,2019-03-29 00:32:37.000Z,0,Victory,31,4,125,684,0,
3804647755,Hunter,0,705,3,1.9090909090909092,2.3333333333333335,true,8,1.75,Valor,0,11,1.375,1.5625,Firebase Echo,0,Iron Banner Control,126,14,2019-03-29 00:18:07.000Z,2,Defeat,21,4,119,699,0,
3803135184,Hunter,0,389,3,4.0,2.0,true,5,1.2,Valor,0,3,0.6,0.9,Vostok,1,Iron Banner Control,22,6,2019-03-28 15:28:40.000Z,2,Victory,12,0,79,384,0,
3803116722,Hunter,0,593,1,1.5,0.9230769230769231,true,12,0.75,Valor,0,8,0.6666666666666666,0.7083333333333334,Radiant Cliffs,0,Iron Banner Control,127,9,2019-03-28 15:16:36.000Z,1,Defeat,12,2,65,591,0,
3802301139,Hunter,0,567,3,2.4,4.8,true,4,3.25,Valor,0,10,2.5,2.875,Distant Shore,0,Iron Banner Control,48,13,2019-03-28 05:59:40.000Z,0,Victory,24,1,128,564,0,
3802260769,Hunter,0,608,1,2.125,2.125,true,7,1.2857142857142858,Valor,0,8,1.1428571428571428,1.2142857142857142,Vostok,0,Iron Banner Control,70,9,2019-03-28 05:36:30.000Z,1,Victory,17,0,127,604,0,
3802237133,Hunter,0,637,3,2.142857142857143,3.75,true,7,2.4285714285714284,Valor,0,14,2.0,2.2142857142857144,Endless Vale,0,Iron Banner Control,93,17,2019-03-28 05:21:27.000Z,3,Victory,30,1,128,635,0,
3802212458,Hunter,0,382,0,2.0,1.3333333333333333,true,5,0.8,Valor,0,4,0.8,0.8,Radiant Cliffs,0,Iron Banner Control,79,4,2019-03-28 05:13:38.000Z,0,Defeat,8,0,24,379,0,
3802194878,Hunter,0,371,0,0.0,0.0,true,0,0.0,Valor,0,0,0.0,0.0,Vostok,0,Iron Banner Control,27,0,2019-03-28 05:05:11.000Z,0,Victory,0,0,0,18,0,
3802192735,Hunter,0,386,0,0.0,0.0,false,0,0.0,Valor,0,0,0.0,0.0,Equinox,0,Iron Banner Control,78,0,2019-03-28 05:03:56.000Z,0,Victory,0,0,0,176,0,
3802175200,Hunter,0,376,0,0.0,0.0,false,1,0.0,Valor,0,0,0.0,0.0,Equinox,0,Iron Banner Control,77,0,2019-03-28 04:55:34.000Z,0,Defeat,0,0,21,185,0,
